@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute myo1-1 numeric
@attribute myo1-2 numeric
@attribute myo1-3 numeric
@attribute myo1-4 numeric
@attribute myo1-5 numeric
@attribute myo1-6 numeric
@attribute myo1-7 numeric
@attribute myo1-8 numeric
@attribute myo1-9 numeric
@attribute myo1-10 numeric
@attribute myo1-11 numeric
@attribute outputs-1 {0,1,2,3}
@attribute outputs-2 numeric

@data
1457,'2018/02/25 22:23:42:016',13,-0.048014,-0.285313,-0.135455,0.498039,0.309804,0.447059,0.431373,0.290196,0.133333,0.501961,0.54902,?,?
1458,'2018/02/25 22:23:42:045',13,-0.046891,-0.285668,-0.133631,0.513726,0.490196,0.152941,0.403922,0.560784,0.521569,0.337255,0.858824,?,?
1459,'2018/02/25 22:23:42:081',13,-0.047139,-0.285791,-0.132735,0.556863,0.705882,0.843137,0.427451,0.533333,0.447059,0.541176,0.411765,?,?
1460,'2018/02/25 22:23:42:114',13,-0.04881,-0.286677,-0.126664,0.458824,0.572549,0.411765,0.537255,0.411765,0.486275,0.639216,0.427451,?,?
1461,'2018/02/25 22:23:42:120',13,-0.04881,-0.286677,-0.126664,0.458824,0.572549,0.411765,0.537255,0.411765,0.486275,0.639216,0.427451,?,?
1462,'2018/02/25 22:23:42:147',13,-0.049742,-0.286782,-0.12789,0.411765,0.505882,0.466667,0.466667,0.654902,0.921569,0.737255,0.431373,?,?
1463,'2018/02/25 22:23:42:181',13,-0.050671,-0.287,-0.124794,0.313726,0.329412,0.396078,0.45098,0.482353,0.32549,0.717647,0.301961,?,?
1464,'2018/02/25 22:23:42:212',13,-0.05359,-0.28768,-0.114467,0.498039,0.568627,0.32549,0.352941,0.360784,0.164706,0.552941,0.235294,?,?
1465,'2018/02/25 22:23:42:245',13,-0.054511,-0.287261,-0.118545,0.435294,0.509804,-0.003922,0.360784,0.466667,0.384314,0.184314,0.611765,?,?
1466,'2018/02/25 22:23:42:250',13,-0.054511,-0.287261,-0.118545,0.435294,0.509804,-0.003922,0.360784,0.466667,0.384314,0.184314,0.611765,?,?
1467,'2018/02/25 22:23:42:280',13,-0.056564,-0.288465,-0.110687,0.419608,0.509804,0.835294,0.243137,0.223529,0.85098,0.321569,0.666667,?,?
1468,'2018/02/25 22:23:42:314',13,-0.056582,-0.288461,-0.11056,0.552941,0.415686,0.317647,0.337255,0.415686,0.407843,0.309804,0.768628,?,?
1469,'2018/02/25 22:23:42:343',13,-0.057847,-0.287667,-0.10718,0.623529,0.541176,0.882353,0.32549,0.407843,0.403922,0.411765,0.811765,?,?
1470,'2018/02/25 22:23:42:379',13,-0.060264,-0.287849,-0.098061,0.407843,0.415686,-0.003922,0.372549,0.458824,0.447059,0.345098,0.392157,?,?
1471,'2018/02/25 22:23:42:384',13,-0.063222,-0.287966,-0.084285,0.309804,0.243137,0.85098,0.576471,0.509804,0.439216,0.403922,0.227451,?,?
1472,'2018/02/25 22:23:42:413',13,-0.06745,-0.287549,-0.065286,0.435294,0.419608,0.435294,0.639216,0.537255,0.423529,0.643137,0.196078,?,?
1473,'2018/02/25 22:23:42:447',13,-0.08383,-0.287425,0.016582,0.486275,0.505882,0.294118,0.678431,0.662745,0.556863,0.584314,0.72549,?,?
1474,'2018/02/25 22:23:42:476',13,-0.097132,-0.287088,0.067278,0.345098,0.352941,0.788235,0.419608,0.411765,0.415686,0.368627,0.12549,?,?
1475,'2018/02/25 22:23:42:513',13,-0.128016,-0.286957,0.131788,0.603922,0.615686,0.07451,0.486275,0.376471,0.427451,0.329412,0.576471,?,?
1476,'2018/02/25 22:23:42:516',13,-0.128016,-0.286957,0.131788,0.603922,0.615686,0.07451,0.486275,0.376471,0.427451,0.329412,0.576471,?,?
1477,'2018/02/25 22:23:42:543',13,-0.156113,-0.290964,0.199483,0.756863,0.831373,0.686275,0.705882,0.576471,0.705882,0.768628,0.815686,?,?
1478,'2018/02/25 22:23:42:576',13,-0.169074,-0.293148,0.234678,0.529412,0.486275,0.25098,0.560784,0.466667,0.419608,0.584314,0.682353,?,?
1479,'2018/02/25 22:23:42:612',13,-0.193387,-0.297681,0.291859,0.419608,0.431373,0.886275,0.415686,0.447059,0.47451,0.321569,0.32549,?,?
1480,'2018/02/25 22:23:42:621',13,-0.193387,-0.297681,0.291859,0.419608,0.431373,0.886275,0.415686,0.447059,0.47451,0.321569,0.32549,?,?
1481,'2018/02/25 22:23:42:646',13,-0.21868,-0.303708,0.339998,0.552941,0.556863,0.333333,0.368627,0.568627,0.921569,0.996078,0.454902,?,?
1482,'2018/02/25 22:23:42:711',13,-0.229841,-0.307962,0.358257,0.34902,0.509804,0.619608,0.580392,0.576471,0.219608,-0.003922,0.384314,?,?
1483,'2018/02/25 22:23:42:711',13,-0.245945,-0.318213,0.382105,0.498039,0.419608,0.219608,0.596078,0.486275,0.439216,0.352941,0.917647,?,?
1484,'2018/02/25 22:23:42:744',13,-0.251991,-0.322031,0.392549,0.639216,0.592157,0.227451,0.231373,0.45098,0.572549,0.396078,0.552941,?,?
1485,'2018/02/25 22:23:42:750',13,-0.25854,-0.324448,0.404307,0.552941,0.380392,0.721569,0.658824,0.6,0.458824,0.439216,0.180392,?,?
1486,'2018/02/25 22:23:42:778',13,-0.265938,-0.325119,0.415709,0.427451,0.819608,0.819608,0.607843,0.643137,0.470588,0.321569,0.956863,?,?
1487,'2018/02/25 22:23:42:815',13,-0.275628,-0.324388,0.427362,0.521569,0.603922,0.015686,0.396078,0.509804,0.670588,0.835294,0.768628,?,?
1488,'2018/02/25 22:23:42:843',13,-0.274772,-0.322798,0.428193,0.431373,0.635294,0.447059,0.627451,0.470588,0.509804,0.368627,0.462745,?,?
1489,'2018/02/25 22:23:42:856',13,-0.274772,-0.322798,0.428193,0.431373,0.635294,0.447059,0.627451,0.470588,0.509804,0.368627,0.462745,?,?
1490,'2018/02/25 22:23:42:883',13,-0.273246,-0.321468,0.426525,0.423529,0.47451,0.262745,0.627451,0.517647,0.501961,0.545098,0.643137,?,?
1491,'2018/02/25 22:23:42:909',13,-0.268285,-0.319069,0.415394,0.552941,0.392157,0.909804,0.482353,0.431373,0.443137,0.160784,0.407843,?,?
1492,'2018/02/25 22:23:42:947',13,-0.261438,-0.319338,0.387297,0.462745,0.352941,0.713726,0.384314,0.4,0.584314,0.901961,0.415686,?,?
1493,'2018/02/25 22:23:42:979',13,-0.25543,-0.319921,0.360999,0.560784,0.592157,0.603922,0.090196,0.407843,0.466667,0.258824,0.92549,?,?
1494,'2018/02/25 22:23:42:987',13,-0.247896,-0.319992,0.330753,0.423529,0.498039,0.380392,0.623529,0.631373,0.623529,0.956863,0.847059,?,?
1495,'2018/02/25 22:23:43:011',13,-0.239119,-0.320065,0.293106,0.454902,0.666667,0.72549,0.647059,0.54902,0.345098,0.027451,0.003922,?,?
1496,'2018/02/25 22:23:43:042',13,-0.230008,-0.320382,0.256303,0.537255,0.388235,0.203922,0.705882,0.568627,0.486275,0.741176,0.466667,?,?
1497,'2018/02/25 22:23:43:076',13,-0.214602,-0.321127,0.205342,0.580392,0.443137,0.066667,0.360784,0.482353,0.435294,0.203922,0.490196,?,?
1498,'2018/02/25 22:23:43:108',13,-0.184891,-0.317773,0.074652,0.517647,0.333333,0.839216,0.635294,0.513726,0.52549,0.521569,0.882353,?,?
1499,'2018/02/25 22:23:43:116',13,-0.184891,-0.317773,0.074652,0.517647,0.333333,0.839216,0.635294,0.513726,0.52549,0.521569,0.882353,?,?
1500,'2018/02/25 22:23:43:145',13,-0.154362,-0.308324,-0.074627,0.447059,0.427451,0.435294,0.67451,0.552941,0.729412,0.392157,0.419608,?,?
1501,'2018/02/25 22:23:43:178',13,-0.137372,-0.300757,-0.141447,0.32549,0.458824,0.517647,0.345098,0.439216,0.25098,-0.003922,0.027451,?,?
1502,'2018/02/25 22:23:43:207',13,-0.117379,-0.289093,-0.213856,0.611765,0.623529,0.745098,0.509804,0.67451,0.694118,0.443137,0.67451,?,?
1503,'2018/02/25 22:23:43:248',13,-0.080948,-0.265858,-0.32853,0.564706,0.466667,0.470588,0.211765,0.364706,0.54902,0.678431,0.564706,?,?
1504,'2018/02/25 22:23:43:248',13,-0.069079,-0.257237,-0.370214,0.541176,0.596078,0.572549,0.72549,0.482353,0.690196,0.870588,0.568627,?,?
1505,'2018/02/25 22:23:43:275',13,-0.056898,-0.247965,-0.418484,0.494118,0.494118,0.113725,0.815686,0.541176,0.376471,0.184314,0.388235,?,?
1506,'2018/02/25 22:23:43:310',13,-0.03151,-0.227555,-0.521201,0.6,0.662745,0.560784,0.670588,0.498039,0.419608,0.098039,0.533333,?,?
1507,'2018/02/25 22:23:43:347',13,-0.01546,-0.214696,-0.592734,0.494118,0.47451,0.890196,0.384314,0.301961,0.439216,0.415686,0.011765,?,?
1508,'2018/02/25 22:23:43:354',13,-0.01546,-0.214696,-0.592734,0.494118,0.47451,0.890196,0.384314,0.301961,0.439216,0.415686,0.011765,?,?
1509,'2018/02/25 22:23:43:380',13,-0.006294,-0.205747,-0.636309,0.619608,0.572549,0.52549,0.384314,0.384314,0.431373,0.305882,0.686275,?,?
1510,'2018/02/25 22:23:43:410',13,0.000653,-0.198523,-0.674222,0.415686,0.654902,0.086275,0.443137,0.294118,0.235294,0.835294,0.184314,?,?
1511,'2018/02/25 22:23:43:445',13,0.009107,-0.189733,-0.726574,0.360784,0.32549,0.411765,0.333333,0.345098,0.337255,0.996078,0.780392,?,?
1512,'2018/02/25 22:23:43:479',13,0.020467,-0.174825,-0.796946,0.160784,0.384314,0.054902,0.321569,0.27451,0.129412,0.188235,-0.003922,?,?
1513,'2018/02/25 22:23:43:487',13,0.020467,-0.174825,-0.796946,0.160784,0.384314,0.054902,0.321569,0.27451,0.129412,0.188235,-0.003922,?,?
1514,'2018/02/25 22:23:43:511',13,0.024318,-0.166886,-0.833179,0.498039,0.227451,0.686275,0.403922,0.619608,0.988235,0.313726,0.635294,?,?
1515,'2018/02/25 22:23:43:544',13,0.027161,-0.163513,-0.846004,0.32549,0.270588,0.384314,0.482353,0.603922,0.647059,0.780392,0.709804,?,?
1516,'2018/02/25 22:23:43:573',13,0.031722,-0.150927,-0.892046,0.545098,0.65098,0.65098,0.45098,0.741176,0.894118,0.682353,0.247059,?,?
1517,'2018/02/25 22:23:43:611',13,0.035247,-0.144147,-0.918916,0.505882,0.407843,0.721569,0.8,0.733333,0.454902,0.694118,0.678431,?,?
1518,'2018/02/25 22:23:43:615',13,0.035247,-0.144147,-0.918916,0.505882,0.407843,0.721569,0.8,0.733333,0.454902,0.694118,0.678431,?,?
1519,'2018/02/25 22:23:43:640',13,0.037605,-0.139717,-0.93678,0.45098,0.556863,0.541176,0.54902,0.521569,0.447059,0.482353,0.372549,?,?
1520,'2018/02/25 22:23:43:676',13,0.039266,-0.132489,-0.978003,0.631373,0.541176,0.882353,0.32549,0.576471,0.647059,0.039216,0.517647,?,?
1521,'2018/02/25 22:23:43:710',13,0.043281,-0.129741,-1.004424,0.466667,0.729412,0.447059,0.572549,0.427451,0.376471,0.396078,0.007843,?,?
1522,'2018/02/25 22:23:43:715',13,0.043281,-0.129741,-1.004424,0.466667,0.729412,0.447059,0.572549,0.427451,0.376471,0.396078,0.007843,?,?
1523,'2018/02/25 22:23:43:742',13,0.044151,-0.1294,-1.014516,0.592157,0.537255,0.505882,0.654902,0.741176,0.282353,0.545098,0.713726,?,?
1524,'2018/02/25 22:23:43:779',13,0.04384,-0.137364,-1.011186,0.388235,0.27451,0.796079,0.388235,0.313726,0.537255,0.219608,0.368627,?,?
1525,'2018/02/25 22:23:43:808',13,0.043291,-0.141315,-1.003424,0.603922,0.556863,0.666667,0.603922,0.670588,0.568627,0.176471,0.388235,?,?
1526,'2018/02/25 22:23:43:844',13,0.042242,-0.144584,-0.982792,0.490196,0.466667,0.560784,0.87451,0.635294,0.682353,0.733333,0.611765,?,?
1527,'2018/02/25 22:23:43:876',13,0.031944,-0.159345,-0.896594,0.541176,0.454902,0.466667,0.360784,0.435294,0.498039,0.568627,0.756863,?,?
1528,'2018/02/25 22:23:43:881',13,0.031944,-0.159345,-0.896594,0.541176,0.454902,0.466667,0.360784,0.435294,0.498039,0.568627,0.756863,?,?
1529,'2018/02/25 22:23:43:906',13,0.022777,-0.169827,-0.837364,0.352941,0.556863,0.235294,0.552941,0.431373,0.27451,0.14902,0.603922,?,?
1530,'2018/02/25 22:23:43:940',13,0.016669,-0.175033,-0.799536,0.513726,0.294118,0.596078,0.309804,0.556863,0.521569,0.368627,0.741176,?,?
1531,'2018/02/25 22:23:43:977',13,0.004851,-0.189491,-0.70636,0.486275,0.490196,0.2,0.14902,0.333333,0.423529,0.811765,0.121569,?,?
1532,'2018/02/25 22:23:44:007',13,-0.001974,-0.199448,-0.652441,0.607843,0.627451,0.803922,0.639216,0.690196,0.678431,0.435294,0.439216,?,?
1533,'2018/02/25 22:23:44:013',13,-0.001974,-0.199448,-0.652441,0.607843,0.627451,0.803922,0.639216,0.690196,0.678431,0.435294,0.439216,?,?
1534,'2018/02/25 22:23:44:039',13,-0.006039,-0.20717,-0.606737,0.556863,0.662745,0.568627,0.537255,0.513726,0.803922,0.980392,0.509804,?,?
1535,'2018/02/25 22:23:44:077',13,-0.009988,-0.2209,-0.531851,0.513726,0.662745,0.796079,0.243137,0.560784,0.552941,0.768628,0.219608,?,?
1536,'2018/02/25 22:23:44:105',13,-0.013295,-0.228758,-0.492782,0.439216,0.45098,0.737255,0.662745,0.470588,0.47451,0.572549,0.631373,?,?
1537,'2018/02/25 22:23:44:117',13,-0.017352,-0.236785,-0.45291,0.380392,0.407843,0.690196,0.54902,0.619608,0.396078,0.403922,0.403922,?,?
1538,'2018/02/25 22:23:44:143',13,-0.022459,-0.243129,-0.426571,0.447059,0.580392,0.92549,0.682353,0.490196,0.690196,0.392157,0.254902,?,?
1539,'2018/02/25 22:23:44:175',13,-0.033405,-0.254192,-0.367224,0.576471,0.364706,0.745098,0.729412,0.658824,0.443137,0.180392,0.827451,?,?
1540,'2018/02/25 22:23:44:208',13,-0.050885,-0.266906,-0.272279,0.466667,0.729412,0.596078,0.584314,0.639216,0.580392,0.062745,0.227451,?,?
1541,'2018/02/25 22:23:44:243',13,-0.067311,-0.27704,-0.205484,0.552941,0.392157,0.521569,0.556863,0.462745,0.380392,0.392157,0.521569,?,?
1542,'2018/02/25 22:23:44:246',13,-0.067311,-0.27704,-0.205484,0.552941,0.392157,0.521569,0.556863,0.462745,0.380392,0.392157,0.521569,?,?
1543,'2018/02/25 22:23:44:274',13,-0.073337,-0.279081,-0.176354,0.498039,0.529412,0.639216,0.701961,0.505882,0.45098,0.188235,0.239216,?,?
1544,'2018/02/25 22:23:44:306',13,-0.092301,-0.283639,-0.09302,0.501961,0.552941,0.678431,0.443137,0.486275,0.517647,0.396078,0.447059,?,?
1545,'2018/02/25 22:23:44:343',13,-0.104701,-0.287649,-0.054501,0.564706,0.607843,0.6,0.694118,0.517647,0.701961,0.937255,0.729412,?,?
1546,'2018/02/25 22:23:44:351',13,-0.113599,-0.290929,-0.027708,0.556863,0.619608,0.482353,0.552941,0.803922,0.901961,0.972549,0.854902,?,?
1547,'2018/02/25 22:23:44:378',13,-0.120525,-0.293087,-0.00407,0.392157,0.435294,0.482353,0.160784,0.384314,0.407843,0.219608,0.207843,?,?
1548,'2018/02/25 22:23:44:406',13,-0.128715,-0.294861,0.025941,0.498039,0.376471,0.415686,0.858824,0.345098,0.305882,0.384314,0.458824,?,?
1549,'2018/02/25 22:23:44:445',13,-0.147768,-0.298677,0.069311,0.443137,0.388235,0.105882,0.239216,0.6,0.403922,0.078431,0.478431,?,?
1550,'2018/02/25 22:23:44:476',13,-0.159411,-0.302024,0.123934,0.529412,0.796079,0.47451,0.192157,0.345098,0.439216,0.686275,0.333333,?,?
1551,'2018/02/25 22:23:44:485',13,-0.159411,-0.302024,0.123934,0.552941,0.498039,-0.003922,0.517647,0.666667,0.564706,0.47451,0.568627,?,?
1552,'2018/02/25 22:23:44:511',13,-0.172567,-0.300084,0.172245,0.564706,0.564706,0.592157,0.305882,0.337255,0.494118,0.478431,0.654902,?,?
1553,'2018/02/25 22:23:44:539',13,-0.180381,-0.298399,0.198303,0.490196,0.403922,0.419608,0.568627,0.611765,0.643137,0.752941,0.384314,?,?
1554,'2018/02/25 22:23:44:573',13,-0.198397,-0.296243,0.243293,0.505882,0.615686,0.215686,0.596078,0.580392,0.529412,0.435294,0.329412,?,?
1555,'2018/02/25 22:23:44:607',13,-0.207832,-0.296278,0.25606,0.458824,0.576471,0.65098,0.423529,0.439216,0.454902,0.372549,0.160784,?,?
1556,'2018/02/25 22:23:44:610',13,-0.214892,-0.298037,0.264055,0.54902,0.470588,0.807843,0.647059,0.74902,0.576471,0.631373,0.996078,?,?
1557,'2018/02/25 22:23:44:638',13,-0.217602,-0.300429,0.264684,0.419608,0.541176,0.352941,0.192157,0.447059,0.368627,0.298039,0.529412,?,?
1558,'2018/02/25 22:23:44:670',13,-0.2036,-0.307291,0.212907,0.498039,0.552941,0.992157,0.611765,0.537255,0.564706,0.368627,0.419608,?,?
1559,'2018/02/25 22:23:44:707',13,-0.194091,-0.31085,0.183088,0.654902,0.529412,0.380392,0.560784,0.545098,0.47451,0.760784,0.658824,?,?
1560,'2018/02/25 22:23:44:714',13,-0.187556,-0.31519,0.175504,0.517647,0.443137,0.764706,0.470588,0.376471,0.760784,0.560784,0.066667,?,?
1561,'2018/02/25 22:23:44:739',13,-0.178296,-0.319479,0.149649,0.698039,0.839216,0.847059,0.858824,0.807843,0.647059,0.623529,0.537255,?,?
1562,'2018/02/25 22:23:44:774',13,-0.159592,-0.322191,0.081696,0.603922,0.552941,0.235294,0.478431,0.282353,0.72549,0.768628,0.886275,?,?
1563,'2018/02/25 22:23:44:807',13,-0.150195,-0.324393,0.075233,0.533333,0.568627,0.854902,0.768628,0.470588,0.537255,0.47451,0.545098,?,?
1564,'2018/02/25 22:23:44:816',13,-0.150195,-0.324393,0.075233,0.615686,0.239216,0.32549,0.07451,0.329412,0.235294,-0.003922,0.294118,?,?
1565,'2018/02/25 22:23:44:842',13,-0.141708,-0.321669,0.041002,0.364706,0.447059,0.07451,0.415686,0.219608,0.831373,0.901961,0.498039,?,?
1566,'2018/02/25 22:23:44:870',13,-0.134112,-0.322298,0.039928,0.298039,0.376471,0.462745,0.486275,0.686275,0.537255,-0.003922,0.078431,?,?
1567,'2018/02/25 22:23:44:908',13,-0.128507,-0.322647,0.023047,0.572549,0.47451,0.207843,0.270588,0.627451,0.439216,0.164706,0.192157,?,?
1568,'2018/02/25 22:23:44:917',13,-0.121476,-0.32332,-0.000364,0.411765,0.447059,0.156863,0.435294,0.415686,0.196078,0.529412,0.447059,?,?
1569,'2018/02/25 22:23:44:944',13,-0.116683,-0.325124,-0.013058,0.564706,0.219608,0.545098,0.137255,0.47451,0.858824,0.92549,0.956863,?,?
1570,'2018/02/25 22:23:44:970',13,-0.10653,-0.329234,-0.038552,0.443137,0.87451,0.176471,0.368627,0.337255,0.317647,0.47451,0.419608,?,?
1571,'2018/02/25 22:23:45:004',13,-0.102831,-0.330703,-0.057817,0.556863,0.580392,0.647059,0.772549,0.639216,0.521569,0.760784,0.823529,?,?
1572,'2018/02/25 22:23:45:038',13,-0.096996,-0.333139,-0.067978,0.556863,0.498039,0.996078,0.780392,0.490196,0.396078,0.164706,0.517647,?,?
1573,'2018/02/25 22:23:45:044',13,-0.096996,-0.333139,-0.067978,0.396078,0.533333,0.596078,0.937255,0.431373,0.278431,-0.003922,0.301961,?,?
1574,'2018/02/25 22:23:45:070',13,-0.092591,-0.331805,-0.079062,0.384314,0.490196,0.552941,0.435294,0.6,0.498039,0.337255,0.439216,?,?
1575,'2018/02/25 22:23:45:104',13,-0.090403,-0.327562,-0.097074,0.509804,0.478431,0.2,0.411765,0.356863,0.427451,0.478431,0.521569,?,?
1576,'2018/02/25 22:23:45:137',13,-0.089803,-0.326164,-0.113349,0.396078,0.223529,0.670588,0.407843,0.266667,0.564706,0.603922,0.866667,?,?
1577,'2018/02/25 22:23:45:146',13,-0.089803,-0.326164,-0.113349,0.396078,0.223529,0.670588,0.407843,0.266667,0.564706,0.603922,0.866667,?,?
1578,'2018/02/25 22:23:45:174',13,-0.086327,-0.32276,-0.130648,0.517647,0.568627,0.105882,0.156863,0.392157,0.388235,-0.003922,0.011765,?,?
1579,'2018/02/25 22:23:45:208',13,-0.085851,-0.32209,-0.132369,0.47451,0.384314,0.258824,0.580392,0.654902,0.576471,0.333333,0.388235,?,?
1580,'2018/02/25 22:23:45:240',13,-0.082269,-0.320564,-0.141427,0.556863,0.505882,0.74902,0.741176,0.513726,0.580392,0.203922,0.996078,?,?
1581,'2018/02/25 22:23:45:268',13,-0.08127,-0.320245,-0.139234,0.443137,0.439216,0.392157,0.541176,0.678431,0.643137,0.807843,0.282353,?,?
1582,'2018/02/25 22:23:45:278',13,-0.080978,-0.320969,-0.132181,0.454902,0.376471,0.788235,0.733333,0.54902,0.470588,0.517647,0.733333,?,?
1583,'2018/02/25 22:23:45:304',13,-0.081735,-0.321965,-0.123965,0.576471,0.839216,0.745098,0.576471,0.501961,0.670588,0.517647,0.894118,?,?
1584,'2018/02/25 22:23:45:340',13,-0.083775,-0.322961,-0.104017,0.517647,0.54902,0.431373,0.45098,0.368627,0.278431,0.623529,0.192157,?,?
1585,'2018/02/25 22:23:45:369',13,-0.091026,-0.324929,-0.074751,0.584314,0.752941,0.517647,0.384314,0.231373,0.733333,0.760784,0.858824,?,?
1586,'2018/02/25 22:23:45:383',13,-0.091026,-0.324929,-0.074751,0.584314,0.752941,0.517647,0.384314,0.231373,0.733333,0.760784,0.858824,?,?
1587,'2018/02/25 22:23:45:409',13,-0.094914,-0.325049,-0.062213,0.407843,0.717647,0.490196,0.345098,0.564706,0.521569,0.701961,0.54902,?,?
1588,'2018/02/25 22:23:45:439',13,-0.102563,-0.325507,-0.042609,0.47451,0.45098,0.231373,0.4,0.564706,0.478431,0.662745,0.815686,?,?
1589,'2018/02/25 22:23:45:470',13,-0.108825,-0.326627,-0.028518,0.572549,0.643137,0.556863,0.290196,0.6,0.52549,0.137255,0.47451,?,?
1590,'2018/02/25 22:23:45:513',13,-0.120018,-0.327506,-0.004194,0.545098,0.435294,0.458824,0.466667,0.541176,0.65098,0.898039,0.996078,?,?
1591,'2018/02/25 22:23:45:513',13,-0.12101,-0.325855,0.002688,0.588235,0.584314,0.823529,0.713726,0.407843,0.666667,0.568627,0.360784,?,?
1592,'2018/02/25 22:23:45:538',13,-0.121232,-0.3235,0.008778,0.521569,0.505882,0.662745,0.776471,0.752941,0.447059,0.490196,0.627451,?,?
1593,'2018/02/25 22:23:45:572',13,-0.123452,-0.322601,0.01788,0.376471,0.223529,0.345098,0.447059,0.356863,0.560784,0.517647,0.517647,?,?
1594,'2018/02/25 22:23:45:604',13,-0.130323,-0.319363,0.027832,0.392157,0.447059,0.643137,0.584314,0.329412,0.278431,0.007843,0.188235,?,?
1595,'2018/02/25 22:23:45:636',13,-0.135155,-0.312866,0.030389,0.505882,0.545098,0.611765,0.419608,0.501961,0.690196,0.643137,0.227451,?,?
1596,'2018/02/25 22:23:45:641',13,-0.135155,-0.312866,0.030389,0.505882,0.545098,0.611765,0.419608,0.501961,0.690196,0.643137,0.227451,?,?
1597,'2018/02/25 22:23:45:670',13,-0.141298,-0.306765,0.035871,0.427451,0.458824,0.521569,0.615686,0.486275,0.513726,0.768628,0.329412,?,?
1598,'2018/02/25 22:23:45:706',13,-0.14404,-0.304901,0.03393,0.552941,0.513726,0.576471,0.509804,0.65098,0.705882,0.929412,0.85098,?,?
1599,'2018/02/25 22:23:45:735',13,-0.147897,-0.301141,0.027429,0.470588,0.490196,0.529412,0.356863,0.466667,0.509804,0.207843,0.768628,?,?
1600,'2018/02/25 22:23:45:748',13,-0.147897,-0.301141,0.027429,0.470588,0.490196,0.529412,0.356863,0.466667,0.509804,0.207843,0.768628,?,?
1601,'2018/02/25 22:23:45:774',13,-0.150369,-0.297725,0.023088,0.447059,0.521569,0.160784,0.647059,0.529412,0.556863,0.286275,0.439216,?,?
1602,'2018/02/25 22:23:45:803',13,-0.150967,-0.296863,0.019769,0.458824,0.494118,0.176471,0.388235,0.533333,0.67451,0.745098,0.25098,?,?
1603,'2018/02/25 22:23:45:875',13,-0.150054,-0.293881,0.013216,0.407843,0.301961,0.596078,0.65098,0.615686,0.384314,0.223529,0.345098,?,?
1604,'2018/02/25 22:23:45:883',13,-0.151636,-0.292956,0.01734,0.47451,0.45098,0.447059,0.388235,0.466667,0.490196,0.141176,0.254902,?,?
1605,'2018/02/25 22:23:45:888',13,-0.154188,-0.291988,0.020487,0.564706,0.392157,0.568627,0.607843,0.827451,0.329412,0.32549,0.768628,?,?
1606,'2018/02/25 22:23:45:914',13,-0.155939,-0.291546,0.016505,0.490196,0.627451,0.529412,0.65098,0.341176,0.678431,0.156863,0.243137,?,?
1607,'2018/02/25 22:23:45:933',13,-0.158838,-0.289368,0.001906,0.509804,0.501961,0.254902,0.407843,0.407843,0.603922,0.529412,0.607843,?,?
1608,'2018/02/25 22:23:45:974',13,-0.157176,-0.286604,-0.008579,0.458824,0.447059,0.172549,0.517647,0.901961,0.996078,0.141176,0.282353,?,?
1609,'2018/02/25 22:23:46:001',13,-0.155543,-0.286319,-0.006978,0.45098,0.552941,0.521569,0.447059,0.329412,0.423529,0.521569,0.670588,?,?
1610,'2018/02/25 22:23:46:010',13,-0.155543,-0.286319,-0.006978,0.45098,0.552941,0.521569,0.447059,0.329412,0.423529,0.521569,0.670588,?,?
1611,'2018/02/25 22:23:46:050',13,-0.149755,-0.282998,-0.021411,0.45098,0.466667,0.396078,0.290196,0.360784,0.572549,0.654902,0.184314,?,?
1612,'2018/02/25 22:23:46:070',13,-0.147828,-0.281914,-0.023747,0.45098,0.45098,0.643137,0.619608,0.745098,0.913726,0.239216,0.643137,?,?
1613,'2018/02/25 22:23:46:115',13,-0.143108,-0.28059,-0.042431,0.403922,0.298039,0.396078,0.545098,0.184314,0.411765,0.462745,0.686275,?,?
1614,'2018/02/25 22:23:46:115',13,-0.142223,-0.27963,-0.051522,0.443137,0.576471,0.596078,0.45098,0.258824,0.592157,0.694118,0.27451,?,?
1615,'2018/02/25 22:23:46:164',13,-0.140801,-0.279387,-0.05557,0.478431,0.658824,0.807843,0.686275,0.819608,0.639216,0.454902,0.533333,?,?
1616,'2018/02/25 22:23:46:193',13,-0.139866,-0.280414,-0.055009,0.47451,0.537255,0.513726,0.521569,0.835294,0.458824,-0.003922,0.207843,?,?
1617,'2018/02/25 22:23:46:230',13,-0.137184,-0.281368,-0.077712,0.427451,0.592157,0.203922,0.682353,0.439216,0.137255,0.431373,0.211765,?,?
1618,'2018/02/25 22:23:46:246',13,-0.134186,-0.283015,-0.081985,0.498039,0.521569,0.45098,0.537255,0.596078,0.635294,0.031373,0.192157,?,?
1619,'2018/02/25 22:23:46:246',13,-0.134186,-0.283015,-0.081985,0.498039,0.521569,0.45098,0.537255,0.596078,0.635294,0.031373,0.192157,?,?
1620,'2018/02/25 22:23:46:268',13,-0.132544,-0.28474,-0.089786,0.435294,0.321569,0.470588,0.639216,0.533333,0.803922,0.486275,0.529412,?,?
1621,'2018/02/25 22:23:46:304',13,-0.126211,-0.28377,-0.119449,0.560784,0.580392,0.376471,0.478431,0.576471,0.568627,0.592157,0.380392,?,?
1622,'2018/02/25 22:23:46:336',13,-0.120775,-0.284227,-0.126243,0.152941,0.431373,0.223529,0.458824,0.556863,0.356863,0.039216,0.27451,?,?
